"id","ability_no","ability_awake_level","level","description","awake_description"
"1001408","10014","0","8","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{19.3%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{115%}】ダメージに変化",""
"1001409","10014","0","9","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{21.2%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{116.6%}】ダメージに変化",""
"1001410","10014","0","10","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{25%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{120%}】ダメージに変化",""
"1001411","10014","1","1","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{2.5%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{100%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001412","10014","1","2","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{4.3%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{101.6%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001413","10014","1","3","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{6.2%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{103.3%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001414","10014","1","4","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{8.1%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{105%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001415","10014","1","5","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{11.8%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{108.3%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001416","10014","1","6","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{13.7%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{110%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001417","10014","1","7","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{15.6%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{111.6%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001418","10014","1","8","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{19.3%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{115%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001419","10014","1","9","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{21.2%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{116.6%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001420","10014","1","10","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{25%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{120%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1001421","10014","2","1","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{2.5%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{100%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001422","10014","2","2","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{4.3%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{101.6%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001423","10014","2","3","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{6.2%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{103.3%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001424","10014","2","4","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{8.1%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{105%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001425","10014","2","5","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{11.8%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{108.3%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001426","10014","2","6","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{13.7%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{110%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001427","10014","2","7","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{15.6%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{111.6%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001428","10014","2","8","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{19.3%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{115%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001429","10014","2","9","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{21.2%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{116.6%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001430","10014","2","10","自身の現在HP割合が高いほど自身がスキルで与えるダメージが最大【{25%}】上昇
【発動条件】常時発動
【効果】通常攻撃が【2HIT / 合計{120%}】ダメージに変化","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1001501","10015","0","1","自身の最大HPが【{4%}】上昇",""
"1001502","10015","0","2","自身の最大HPが【{7%}】上昇",""
"1001503","10015","0","3","自身の最大HPが【{10%}】上昇",""
"1001504","10015","0","4","自身の最大HPが【{13%}】上昇",""
"1001505","10015","0","5","自身の最大HPが【{19%}】上昇",""
"1001506","10015","0","6","自身の最大HPが【{22%}】上昇",""
"1001507","10015","0","7","自身の最大HPが【{25%}】上昇",""
"1001508","10015","0","8","自身の最大HPが【{31%}】上昇",""
"1001509","10015","0","9","自身の最大HPが【{34%}】上昇",""
"1001510","10015","0","10","自身の最大HPが【{40%}】上昇",""
"1001511","10015","1","1","自身の最大HPが【{4%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001512","10015","1","2","自身の最大HPが【{7%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001513","10015","1","3","自身の最大HPが【{10%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001514","10015","1","4","自身の最大HPが【{13%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001515","10015","1","5","自身の最大HPが【{19%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001516","10015","1","6","自身の最大HPが【{22%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001517","10015","1","7","自身の最大HPが【{25%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001518","10015","1","8","自身の最大HPが【{31%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001519","10015","1","9","自身の最大HPが【{34%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001520","10015","1","10","自身の最大HPが【{40%}】上昇","自身の会心ダメージが【{12.5%}】上昇"
"1001521","10015","2","1","自身の最大HPが【{4%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001522","10015","2","2","自身の最大HPが【{7%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001523","10015","2","3","自身の最大HPが【{10%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001524","10015","2","4","自身の最大HPが【{13%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001525","10015","2","5","自身の最大HPが【{19%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001526","10015","2","6","自身の最大HPが【{22%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001527","10015","2","7","自身の最大HPが【{25%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001528","10015","2","8","自身の最大HPが【{31%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001529","10015","2","9","自身の最大HPが【{34%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001530","10015","2","10","自身の最大HPが【{40%}】上昇","自身の会心ダメージが【{23.7%}】上昇"
"1001601","10016","0","1","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{15%}】上昇",""
"1001602","10016","0","2","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{15.4%}】上昇",""
"1001603","10016","0","3","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{15.8%}】上昇",""
"1001604","10016","0","4","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{16.2%}】上昇",""
"1001605","10016","0","5","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{17%}】上昇",""
"1001606","10016","0","6","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{17.5%}】上昇",""
"1001607","10016","0","7","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{17.9%}】上昇",""
"1001608","10016","0","8","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{18.7%}】上昇",""
"1001609","10016","0","9","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{19.1%}】上昇",""
"1001610","10016","0","10","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{20%}】上昇",""
"1001611","10016","1","1","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{15%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001612","10016","1","2","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{15.4%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001613","10016","1","3","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{15.8%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001614","10016","1","4","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{16.2%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001615","10016","1","5","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{17%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001616","10016","1","6","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{17.5%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001617","10016","1","7","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{17.9%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001618","10016","1","8","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{18.7%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001619","10016","1","9","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{19.1%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
"1001620","10016","1","10","紋章：情熱が5以上のとき、自身のスキルチャージ効率が【{20%}】上昇","30秒に1回、自身に紋章：情熱を【{1}】付与"
