"CharacterId","SkillType","SkillLevel","DamageEventCount","DamagePercentValues","DamagePercentRawSum","FirstDamagePercent","HitCountValues","TargetCountValues","AllKeys"
"100401000G","actionSkillValues","5","1","70.4","70.4","70.4","1","1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","actionSkillValues","6","1","72.3","72.3","72.3","1","1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","actionSkillValues","7","1","74.2","74.2","74.2","1","1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","actionSkillValues","8","1","76.1","76.1","76.1","1","1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","actionSkillValues","9","1","78","78","78","1","1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","actionSkillValues","10","1","80","80","80","1","1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","1","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","2","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","3","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","4","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","5","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","6","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","7","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","8","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","9","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100401000G","chainSkillValues","10","0","","0","","","1","CRESTIMPACT.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","1","15","6|6|6|6|6|6|6|6|6|6|6|6|6|6|6","90","6","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","2","15","6.8|6.9|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8","102.1","6.8","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","3","15","7.61|7.66|7.61|7.61|7.61|7.61|7.61|7.61|7.61|7.61|7.61|7.61|7.61|7.61|7.61","114.2","7.61","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","4","15","8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42|8.42","126.3","8.42","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","5","15","9.22|9.32|9.22|9.22|9.22|9.22|9.22|9.22|9.22|9.22|9.22|9.22|9.22|9.22|9.22","138.4","9.22","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","6","15","9.37|9.42|9.37|9.37|9.37|9.37|9.37|9.37|9.37|9.37|9.37|9.37|9.37|9.37|9.37","140.6","9.37","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","7","15","9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52|9.52","142.8","9.52","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","8","15","9.66|9.76|9.66|9.66|9.66|9.66|9.66|9.66|9.66|9.66|9.66|9.66|9.66|9.66|9.66","145","9.66","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","9","15","9.81|9.86|9.81|9.81|9.81|9.81|9.81|9.81|9.81|9.81|9.81|9.81|9.81|9.81|9.81","147.2","9.81","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","actionSkillValues","10","15","10|10|10|10|10|10|10|10|10|10|10|10|10|10|10","150","10","1|1|1|1|1|1|1|1|1|1|1|1|1|1|1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","1","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","2","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","3","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","4","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","5","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","6","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","7","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","8","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","9","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100501000G","chainSkillValues","10","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH"
"100601000G","actionSkillValues","1","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","2","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","3","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","4","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","5","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","6","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","7","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","8","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","9","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","actionSkillValues","10","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","1","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","2","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","3","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","4","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","5","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","6","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","7","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","8","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","9","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100601000G","chainSkillValues","10","0","","0","","","1","PRJCTL.THROW.RECOVER.HEAL_PERCENT|PRJCTL.THROW.RECOVER.MAX_HEAL|PRJCTL.THROW.ZEAL.BARRIER.DURATION|PRJCTL.THROW.ZEAL.BARRIER.RATE|PRJCTL.THROW_COUNT|TARGET_COUNT"
"100701000G","actionSkillValues","1","1","75","75","75","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","2","1","89.2","89.2","89.2","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","3","1","103.4","103.4","103.4","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","4","1","117.6","117.6","117.6","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","5","1","131.8","131.8","131.8","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","6","1","135.3","135.3","135.3","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","7","1","138.8","138.8","138.8","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","8","1","142.3","142.3","142.3","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","9","1","145.8","145.8","145.8","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","actionSkillValues","10","1","150","150","150","1","1|1","CRESTIMPACT.TARGET_COUNT|DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|SPECIALSKILLPATTERNFACTOR.DURATION|SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","chainSkillValues","1","0","","0","","","1|1|1|1","CRESTIMPACT.TARGET_COUNT|CRITICALDAMAGERATEUP.DURATION|CRITICALDAMAGERATEUP.FIXED_PERCENT|CRITICALDAMAGERATEUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTFAILED.SPECIALSKILLPATTERNFACTOR.DURATION|IMPACTFAILED.SPECIALSKILLPATTERNFACTOR.TARGET_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.SPECIALSKILLPATTERNFACTOR.DURATION|IMPACTSUCCEED.SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
"100701000G","chainSkillValues","2","0","","0","","","1|1|1|1","CRESTIMPACT.TARGET_COUNT|CRITICALDAMAGERATEUP.DURATION|CRITICALDAMAGERATEUP.FIXED_PERCENT|CRITICALDAMAGERATEUP.TARGET_COUNT|IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTFAILED.KNOCKBACK.STRENGTH|IMPACTFAILED.SPECIALSKILLPATTERNFACTOR.DURATION|IMPACTFAILED.SPECIALSKILLPATTERNFACTOR.TARGET_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.KNOCKBACK.STRENGTH|IMPACTSUCCEED.SPECIALSKILLPATTERNFACTOR.DURATION|IMPACTSUCCEED.SPECIALSKILLPATTERNFACTOR.TARGET_COUNT"
